Rosalie;36;2;2017
Clara;35;2;2017
Mila;35;2;2017
Sofia;35;2;2017
Jana;34;2;2017
Jasmin;34;2;2017
Klara;34;2;2017
Paulina;34;2;2017
Antonia;32;2;2017
Helene;32;2;2017
Pia;32;2;2017
Valerie;32;2;2017
Linda;31;2;2017
Anja;30;2;2017
Livia;30;2;2017
Selina;30;2;2017
Vanessa;30;2;2017
Paula;29;2;2017
Victoria;29;2;2017
Louisa;27;2;2017
Rosa;27;2;2017
Anna;210;2;2016
Sophie;163;2;2016
Emma;140;2;2016
Marie;128;2;2016
Johanna;120;2;2016
Mia;117;2;2016
Emilia;116;2;2016
Laura;115;2;2016
Lena;115;2;2016
Leonie;115;2;2016
Sophia;110;2;2016
Sarah;104;2;2016
Lea;101;2;2016
Hannah;100;2;2016
Julia;98;2;2016
Lara;85;2;2016
Katharina;82;2;2016
Valentina;82;2;2016
Elena;75;2;2016
Miriam;71;2;2016
Marlene;71;2;2016
Amelie;66;2;2016
Luisa;66;2;2016
Hanna;64;2;2016
Emily;61;2;2016
Magdalena;61;2;2016
Lisa;60;2;2016
Theresa;54;2;2016
Lina;51;2;2016
Sara;51;2;2016
Valerie;51;2;2016
Alina;48;2;2016
Nora;48;2;2016
Isabella;47;2;2016
Nina;45;2;2016
Franziska;43;2;2016
Charlotte;40;2;2016
Elisa;38;2;2016
Annika;37;2;2016
Helena;37;2;2016
Olivia;37;2;2016
Anja;36;2;2016
Jana;35;2;2016
Elisabeth;35;2;2016
Viktoria;35;2;2016
Jasmin;34;2;2016
Rosalie;34;2;2016
Ella;32;2;2016
Maria;32;2;2016
Pia;31;2;2016
Carolina;30;2;2016
Eva;30;2;2016
Livia;30;2;2016
Paulina;30;2;2016
Zoe;29;2;2016
Selina;28;2;2016
Victoria;28;2;2016
Antonia;27;2;2016
Paula;27;2;2016
Klara;26;2;2016
Elina;26;2;2016
Melissa;26;2;2016
Sofia;26;2;2016
Anna;159;2;2015
Marie;146;2;2015
Emma;144;2;2015
Sophie;140;2;2015
Lena;132;2;2015
Julia;115;2;2015
Johanna;114;2;2015
Laura;108;2;2015
Leonie;105;2;2015
Sophia;105;2;2015
Lea;101;2;2015
Emilia;92;2;2015
Mia;92;2;2015
Katharina;87;2;2015
Valentina;85;2;2015
Amelie;83;2;2015
Emily;76;2;2015
Hannah;74;2;2015
Luisa;73;2;2015
Sarah;71;2;2015
Lara;70;2;2015
Marlene;70;2;2015
Hanna;67;2;2015
Elena;64;2;2015
Lisa;62;2;2015
Magdalena;52;2;2015
Nora;52;2;2015
Nina;51;2;2015
Alina;50;2;2015
Jana;50;2;2015
Theresa;50;2;2015
Annika;49;2;2015
Isabella;49;2;2015
Miriam;48;2;2015
Sara;45;2;2015
Valerie;39;2;2015
Antonia;38;2;2015
Helena;38;2;2015
Lina;38;2;2015
Sofia;38;2;2015
Paulina;36;2;2015
Selina;36;2;2015
Elisa;35;2;2015
Clara;34;2;2015
Franziska;34;2;2015
Paula;33;2;2015
Anja;32;2;2015
Elisabeth;32;2;2015
Vanessa;32;2;2015
Viktoria;32;2;2015
Caroline;31;2;2015
Klara;31;2;2015
Jasmin;31;2;2015
Victoria;31;2;2015
Melanie;30;2;2015
Pia;29;2;2015
Olivia;28;2;2015
Ella;26;2;2015
Flora;26;2;2015
Linda;26;2;2015
Anna;179;2;2014
Sophie;148;2;2014
