1,48.1953444364,16.3494773979
2,48.2051843847,16.3598334789
3,48.208023467,16.381876495
4,48.204547162,16.351159571
5,48.2531099,16.2890004
6,48.2409739567,16.3486045436
7,48.23916804,16.3545053
8,48.23911178,16.35483062
9,48.241744683,16.3617025
10,48.24116682,16.3605523109
11,48.250193167,16.359363767
12,48.2394881492,16.3594158465
13,48.24285167,16.36098068
14,48.2434277192,16.3615219331
15,48.249003567,16.3604556
16,48.2425113833,16.3600588333
17,48.1999036,16.36995047
18,48.1942993287,16.3485429828
19,48.2044196905,16.3577124145
20,48.2035683702,16.3583528996
21,48.226434532,16.349084865
22,48.22611395,16.3491451833
23,48.1985295981,16.3499738048
24,48.1978912167,16.3484526333
25,48.22182305,16.28963555
26,48.160197,16.3732543667
27,48.211679,16.338991
28,48.0673958,16.35461315
29,48.2155299596,16.3858401775
30,48.2406666417,16.3857865334
31,48.2418599161,16.3854861259
32,48.245499367,16.390367583
33,48.2041836624,16.355087615
34,48.2031801714,16.3470568169
35,48.2557881183,16.3418649518
36,48.17840391,16.3746671
37,48.2064285382,16.3708198071
38,48.2020597167,16.3515490167
39,48.1708984375,16.3530502319
40,48.169183783,16.3535403
41,48.176445317,16.35676275
42,48.1781426667,16.3571547
43,48.1917583885,16.3587775666
44,48.1683330667,16.3541336333
45,48.210211583,16.37404865
46,48.2106804566,16.3745905944
47,48.2091358248,16.37615435
48,48.2103040833,16.3746573333
49,48.2098651667,16.3749945833
50,48.1741225274,16.3655426733
51,48.16796666,16.37025004
52,48.1706178188,16.3819777966
53,48.2129232167,16.40476295
54,48.2001258,16.37070755
55,48.1993922382,16.3709807396
56,48.2011953799,16.369217697
57,48.17504235,16.3778394
58,48.2068003483,16.3851857185
59,48.2078156621,16.3863122463
60,48.2058398833,16.3856556667
61,48.16213047,16.35018157
62,48.1675247,16.3549507
63,48.20353645,16.37017774
64,48.2117122783,16.377632618
65,48.22356855,16.3782538167
66,48.2257590843,16.3734161854
67,48.2245258,16.3739701167
68,48.21192945,16.3780551333
69,48.2120353776,16.3779873137
70,48.1635476793,16.3639509273
71,48.16225004,16.36227107
72,48.18872845,16.33873873
73,48.2065688903,16.3772371039
74,48.2084091108,16.3720428944
75,48.1633167585,16.3659762381
76,48.1630315,16.3639376667
77,48.1704085557,16.3644491479
78,48.1742782135,16.3788235188
79,48.1614052792,16.3824284077
80,48.21444386,16.40177035
81,48.2093012,16.3334710833
82,48.17153543,16.33442246
83,48.1706578037,16.333719492
84,48.1715347,16.3334111167
85,48.225913267,16.419967117
86,48.225383083,16.4195625
87,48.1630734833,16.3641764167
88,48.12422007,16.43788498
89,48.214096,16.40056
90,48.2145577669,16.4013379812
91,48.21385225,16.4016031833
92,48.2115545,16.4037495833
93,48.216907382,16.3981676102
94,48.217774503,16.403548545
95,48.2191730833,16.3989410333
96,48.217108,16.401162
97,48.2168953908,16.3957428932
98,48.195241242,16.384647204
99,48.1991618872,16.3876104355
